"","x"
"271",3.63145481491152
"272",3.74276263509071
"273",3.65317143540801
"274",3.53157527861717
"275",3.45943427350751
"276",3.88121396884554
"277",3.51427594163536
"278",3.58279367926167
"279",3.41037388529711
"280",3.48978497232214
"281",3.99280150493522
"282",3.84458083801949
"283",3.69236043554914
"284",3.65453859906167
"285",3.5552986430087
"286",3.35143544230081
"287",3.66920654650245
"288",3.70348036380657
"289",3.743343516086
"290",3.63389238675612
"291",3.5784783081087
"292",3.60839042079352
"293",3.31740451095662
"294",3.52776105578243
"295",3.91045897149524
"296",4.00550896240733
"297",3.55780731000422
"298",3.85111881668565
"299",3.53677395777044
"300",3.46899587778567
"301",3.45982490867248
"302",3.62659380411952
"303",3.29717597329133
"304",3.55461610525325
"305",3.59264178120102
"306",3.43480016714443
"307",3.70907173460311
"308",3.42881162999905
"309",3.96494600952062
"310",3.46680816286159
"311",3.62306874939428
"312",3.69655483664195
"313",3.96712447627971
"314",4.22319767904935
"315",3.70990928290431
"316",3.23194349315947
"317",3.78945561628311
"318",3.56163243444706
"319",3.74993310937071
"320",3.48055977320897
"321",3.72627929720968
"322",3.61789582362587
"323",3.17621665013476
"324",3.72328097493901
"325",3.81469233971836
"326",3.62645322229798
"327",3.80652428083643
"328",3.54762310559022
"329",3.82578432659377
"330",3.47706277354565
"331",3.44263672597805
"332",3.52234654891432
"333",3.89957728578286
"334",3.38936268508326
"335",3.80093028549928
"336",3.50588106163583
"337",3.73540927252544
"338",3.57188599988884
"339",3.28030231996604
"340",3.70819414858687
"341",3.54801806072852
"342",3.60077065538878
"343",4.02922177674328
"344",3.69382115168455
"345",3.71949654174497
"346",3.3653150490452
"347",3.48002395265939
"348",3.78015887223047
"349",3.51381271101612
"350",3.28875173236257
"351",3.87516062859587
"352",3.6201719074023
"353",3.67989582018831
"354",3.82007304762212
"355",3.63205483788054
"356",4.08618972281776
"357",3.53202158853727
"358",3.82225698381975
"359",3.30794461467994
"360",3.58400046676421
"361",3.56261703362495
"362",3.77856248007341
"363",3.31193353514344
"364",3.6321967921607
"365",3.48033478537249
"366",3.63483848603913
"367",3.63108800001662
"368",3.53987215742507
"369",3.59338398503465
"370",3.74475039775928
"371",3.5463809454861
"372",3.76753769995834
"373",3.68528756159485
"374",3.29376818274816
"375",3.92738067881522
"376",3.1895853799341
"377",3.58592197005559
"378",3.40892508723294
"379",3.85455985128438
"380",3.87611238759028
"381",3.49476680672376
"382",3.91549577355849
"383",3.62850009966444
"384",3.31991826022251
"385",3.72452963840348
"386",3.37127045150656
"387",3.50665364073622
"388",3.28834310544183
"389",3.44101014595836
"390",3.64992757193094
"391",3.6720309849585
"392",3.65945899182429
"393",3.48662393932804
"394",3.42407996051022
"395",3.71964649852468
"396",3.39747833654598
"397",3.76996668843195
"398",3.70534862298275
"399",3.66721996113047
"400",3.67861034890946
"401",3.68271596805496
"402",3.58084075338062
"403",3.53020917974974
"404",3.52296399785089
"405",3.25104194127976
"406",3.69399697440292
"407",3.54638362242165
"408",3.37369933615642
"409",3.51220700007793
"410",3.60127467481179
"411",3.80783837432272
"412",3.60861731618825
"413",3.65299607826419
"414",3.49130814010831
"415",3.41626026770506
"416",3.94244118426125
"417",3.61059528192025
"418",3.398395601071
"419",3.32851107415298
"420",3.79574333708282
"421",3.5424803416283
"422",3.44686875938572
"423",3.75613989157264
"424",3.33494949699833
"425",3.541541451067
"426",3.52553264270084
"427",3.5717358569063
"428",3.60516521106487
"429",3.38072835024276
"430",3.20571291567185
"431",3.86412664180525
"432",3.68579318063974
"433",3.8511145725223
"434",3.72993917923452
"435",3.93056909969183
"436",3.64918413614333
"437",3.75188469013533
"438",3.52823630304006
"439",3.60539379949229
"440",3.64885816066633
"441",3.60321409063239
"442",3.80224611625843
"443",3.43144248265237
"444",3.54761741559066
"445",3.78700614556527
"446",3.51388806336546
"447",3.45077861836479
"448",3.60941030599202
"449",3.25448030745835
"450",3.38181949222741
"451",3.47933214591196
"452",3.48278373315068
"453",3.50545654391598
"454",3.46747225609574
"455",3.3946754015099
"456",4.04370332440203
"457",3.64904996750332
"458",3.65019313099194
"459",3.51880946697804
"460",3.60301293767158
"461",3.58412842026791
"462",3.73716807099559
"463",3.80044308594957
"464",3.79201696300618
"465",3.51440500477903
"466",3.53248945254194
"467",3.89544419477541
"468",3.60655553252113
"469",3.54236711202999
"470",3.60413410594798
"471",3.53073503934678
"472",3.3997476036151
"473",3.42702147341659
"474",3.63000227836491
"475",3.65885249857288
"476",3.62389645044896
"477",3.54809760102032
"478",3.27512500845283
"479",3.49542683762212
"480",3.78478350364258
"481",3.74776283273526
"482",3.7403708120898
"483",3.35283753870746
"484",3.60642176921941
"485",3.47115939444223
"486",3.54555243877257
"487",3.40261365995143
"488",3.51966521014189
"489",3.82902323304444
"490",3.61964335382083
"491",3.55839649048074
"492",3.74519503758976
"493",3.42391660378904
"494",3.65835723822872
"495",3.29223271631605
"496",3.82426453154597
"497",3.47901528649379
"498",3.49315092055511
"499",3.7329925062241
"500",3.53546356054402
