,x,y,z
166,10.17653607,12.70279793,2.365892899
167,7.750990392,18.22641919,4.612051421
168,9.510444459,14.29869684,2.504887443
169,6.888333183,17.59154317,2.01100337
170,17.96066874,12.22663657,5.423396375
171,9.451880467,11.02925599,6.130495363
172,10.89059879,12.03601919,2.31798079
173,7.565501107,17.70446103,4.167041604
174,8.668365864,15.99473387,0.864796816
175,9.256719868,18.07220977,4.324948958
176,11.26675382,10.9958122,5.619919701
177,12.64825538,17.13847617,2.305128557
178,10.02307347,12.03759129,1.508424358
179,11.13124225,18.5067837,5.200612864
180,8.810450218,17.40702038,2.31485264
181,6.330688259,17.11351998,6.276065957
182,10.2234119,14.61385417,0.695323716
183,9.499395248,16.93343855,0.668132479
184,7.828244084,12.00054319,4.824072106
185,8.005901921,11.27085037,4.319226633
186,10.34801468,19.96217891,4.771823902
187,10.74986194,12.72088609,4.492323237
188,12.7213371,15.02061081,4.232860243
189,8.990339863,17.71574046,5.060451903
190,9.710789446,11.37762201,3.527255237
191,10.9332337,12.79406265,2.836345323
192,9.694534758,19.37526319,0.373547171
193,9.542525509,15.15855386,2.733782833
194,9.341812397,16.02431662,3.968525455
195,8.979954403,18.73916258,4.292862865
196,9.706537876,12.46093878,4.591178813
197,11.13622977,13.55502768,4.901739292
198,8.775409374,15.4833229,3.605407364
199,8.379525247,13.3144114,6.639116065
200,10.02717836,13.11171382,5.300097785
201,8.983867118,13.68598052,2.747815265
202,14.06671095,19.69569622,3.789160263
203,8.553499207,16.14237142,6.00937621
204,9.775593759,16.2367632,1.428028695
205,10.42767422,14.20870319,2.87457457
206,7.21806033,12.99460153,4.550437671
207,12.02445058,11.24693143,3.26947465
208,10.91321753,18.40887778,1.798144555
209,6.020435825,13.72759828,3.515640319
210,8.968896107,12.68460374,5.210438125
211,11.06633072,10.29200207,4.452368462
212,10.79190361,16.45360235,2.912296069
213,7.334764734,13.8886366,1.851860831
214,9.328914889,19.59245815,1.249160023
215,12.77546484,10.19861108,4.479436993
216,6.779607476,12.76214983,2.26730737
217,7.557167471,18.2275663,4.625909276
218,15.28457842,10.77478131,4.90110349
219,7.858113187,19.31726053,3.224130524
220,8.18569436,14.83428165,3.714739677
221,11.19585072,13.81851028,2.541767397
222,9.928905724,19.22771282,0.198528254
223,6.441535478,18.2042541,3.876747379
224,11.23465578,14.20394284,4.736816855
225,9.295926297,19.0082925,0.807454475
226,10.46904644,12.65853613,4.652025564
227,11.11247746,15.05805613,5.195749034
228,11.6723948,18.11518312,5.454765208
229,8.786617956,13.48916247,3.465136883
230,12.73284881,16.74307495,2.317084944
231,9.629894364,19.95189579,5.306101109
232,8.228994141,11.72029864,1.800390201
233,10.42274379,19.84536325,-0.101136938
234,13.58677606,19.33247419,5.474229645
235,13.71251585,11.85776264,0.806967166
236,11.55251635,11.25530103,3.422061461
237,6.494935893,13.00343793,1.386854068
238,12.55804753,12.8169043,5.615609978
239,11.50292992,19.86216612,5.259204266
240,10.3458222,16.12611085,4.292228684
241,8.945930438,11.46535923,5.778013822
242,8.706797921,18.74046097,3.605331273
243,4.633937728,10.16853986,2.541289494
244,10.32093592,13.315644,1.462310375
245,12.51276233,17.61602936,4.227717152
246,8.729976454,12.57579014,0.962059231
247,8.590187232,18.83635413,2.787212606
248,7.195846427,11.61663578,-0.702750403
249,10.27341572,15.41559677,2.438579957
250,10.75308222,19.26589433,2.868756623
251,8.94742345,17.87382026,2.388038031
252,10.46174166,14.09739063,3.651227625
253,12.25516971,17.64942932,2.238365604
254,10.87939526,15.94003321,3.117677358
255,12.38296351,16.11964239,4.47200888
256,4.469487183,11.15032692,4.173737408
257,10.51251469,12.34890435,-0.312577529
258,8.775126283,16.4409228,5.37157981
259,11.09747977,19.88287214,2.99645084
260,9.667057132,13.38754138,3.29874904
261,8.716810764,11.03223793,0.419628007
262,13.17633478,11.16712331,1.696357623
263,12.08959585,16.40884829,0.176378935
264,9.735689555,17.50316864,1.896328509
265,9.314631832,14.1220494,2.795627404
266,6.355440948,19.29196891,1.039678816
267,12.13295293,14.06876655,4.622411216
268,13.27556124,14.82720331,4.24435731
269,11.49619781,12.36899017,3.023929998
270,9.818638587,12.89902609,1.960838849
271,8.235156666,18.39722649,0.752551669
272,5.776051243,16.87599057,3.908950733
273,6.912889414,17.91449451,1.124393585
274,9.891169937,17.82813938,3.105063854
275,8.911307894,16.50833281,2.276551743
276,13.61598579,11.02187314,2.105598508
277,12.37205633,11.07353223,3.028002295
278,8.731164059,19.807615,3.586876663
279,11.55102149,18.85864085,1.73524649
280,12.2218092,17.54900002,1.426854646
281,7.811100231,10.34433485,2.70663365
282,11.86732244,18.96424713,3.084034057
283,11.04352319,17.10105063,0.10744961
284,10.27848722,15.6296329,6.69613811
285,9.449906482,15.8760968,4.376187859
286,8.274224395,19.77445718,5.098919336
287,7.675125572,10.5254728,3.306355927
288,9.353836846,15.39788194,2.939690791
289,9.477819625,15.61029047,4.309401106
290,11.42687192,19.12292175,3.510358714
291,10.26585385,18.88650595,2.556938485
292,10.73649403,16.74801632,5.354654304
293,8.004741153,17.91024461,1.768729887
294,9.866202641,11.73181012,3.777304749
295,11.48777564,11.12286237,1.282878113
296,13.045703,19.8677648,3.324047814
297,11.26686279,16.32433588,2.850059943
298,9.952568234,10.2193606,3.329208737
299,12.00789716,11.81298172,1.619322175
300,9.076524383,19.06865593,4.503424279
301,9.868024396,15.89513154,3.827574997
302,8.036270179,10.31692675,4.789576071
303,9.107881381,19.50250882,4.601349663
304,7.875595001,17.28786616,2.015122391
305,10.99927558,13.1897082,4.970488496
306,8.459368214,14.06525902,3.199701214
307,9.205099713,13.61779389,3.015353628
308,10.15373984,13.29058527,3.983622194
309,7.485064767,11.82946052,3.984639786
310,12.01842338,12.7033539,1.906914009
311,8.832859233,19.07752458,3.635548514
312,7.131747371,19.48766638,5.022856107
313,9.071829292,13.12938543,1.738023109
314,9.289361505,18.05517208,3.274061809
315,12.93763684,17.86145432,4.427769158
316,6.487377031,16.77779424,2.298770771
317,11.3661211,12.49589895,3.464146198
318,5.248163328,16.22927033,2.476704691
319,13.006061,11.48848496,4.534424869
320,9.550715136,16.1620528,1.692694998
321,12.30261793,12.99402546,4.166659929
322,12.49582971,18.64401293,4.312810628
323,8.600050318,17.60111278,5.98502237
324,7.087755964,12.95156893,5.818912399
325,9.947487572,15.96147334,3.378146845
326,11.99617856,12.80761488,1.943284842
327,14.73396303,18.27266147,3.424122777
328,15.30365375,12.48083154,5.729723336
329,11.10484051,14.34667453,2.868472104
330,8.709104542,13.08328943,0.394155449
331,6.267232713,13.1943618,2.74360006
332,10.29437653,11.25822928,4.554648908
333,9.412872677,13.7343819,4.388659114
334,14.3783029,14.41552791,4.439277997
335,9.126679582,14.01354871,5.276651804
336,10.25932305,18.5455176,2.299442951
337,12.24090705,16.20698098,2.914831073
338,10.68924994,12.41396115,4.322668041
339,10.37923137,14.06020636,3.379586734
340,9.862109663,16.88028043,1.406794834
341,9.314826729,16.88574668,1.825660105
342,10.62209687,17.05459,4.537938408
343,9.285557965,15.79430884,4.805781523
344,12.45282247,16.5147686,4.964199858
345,9.567457103,19.33693314,-0.939898822
346,12.09960081,14.95504402,2.188386553
347,12.61781603,16.64525255,4.548833532
348,8.590070781,19.89594399,4.91437579
349,9.299301368,11.40544353,2.763875796
350,12.71850877,16.52265619,2.354206118
351,9.391143665,14.42294735,3.521084163
352,12.25443108,14.70815004,-0.175031335
353,8.927471672,10.43856409,3.396554342
354,12.58201098,15.04345956,1.202111862
355,10.74925849,13.68118828,4.286946828
356,9.082166287,16.77536988,2.8752073
357,9.344047875,10.25908553,5.575317044
358,11.09793437,12.90506151,4.129946618
359,11.73112483,17.0673653,3.042758261
360,8.43530159,12.6783325,3.709673092
361,8.558385954,17.00286051,2.249137269
362,9.505535462,15.44540831,4.542970146
363,8.679966129,16.21155918,2.546585634
364,8.870695813,17.88153719,2.695352083
365,12.67000286,10.23914415,3.224913898
366,8.794990115,19.44905947,0.30824347
367,14.01509303,10.34147269,2.377366333
368,13.02072246,17.68706494,4.794997322
369,10.0092304,19.15102931,4.661522152
370,10.92122029,16.88652206,2.861863242
371,10.44525265,15.75270906,3.251614039
372,10.00158726,11.62597787,3.878051044
373,11.28713202,14.03929034,4.681454366
374,7.669648779,17.88078873,1.885332154
375,10.36308868,11.3340502,2.788253417
376,10.11863835,11.27379605,1.788090688
377,10.80448573,12.25185093,2.298664916
378,7.400119627,16.32866219,-0.061564976
379,6.591946348,13.64799607,2.954894475
380,11.08729188,13.16834377,3.796629583
381,7.353480245,13.4996012,2.760176457
382,13.69478046,17.75756298,4.28955665
383,7.803428443,18.82988194,4.370872535
384,11.48053452,17.66084531,4.546501892
385,11.65664063,15.89197504,3.476462743
386,7.663391041,17.87449343,6.108872903
387,9.812908627,16.80197446,4.883945072
388,8.953999323,10.96988013,6.327351866
389,7.874339821,10.91535822,3.61080623
390,12.69924579,15.13055646,3.345062094
391,10.57007321,10.11943426,3.322772474
392,8.557935731,12.87596885,-0.742120918
393,6.113983579,13.49543839,1.349925356
394,8.516591923,11.08552116,4.420780486
395,8.12172026,19.30039153,4.444343461
396,10.87068159,14.73770946,5.245170408
397,9.20936012,16.13628053,5.023126487
398,10.80440316,19.15512794,1.567713741
399,8.691938726,10.51607396,4.557082787
400,11.144812,13.43723156,4.288530426
401,12.1332919,18.74997029,2.81690175
402,9.868790099,12.7212113,3.455363466
403,7.32404281,10.14940036,6.151595625
404,14.07759311,12.73402908,1.846795003
405,11.42463919,17.66644476,2.423635613
406,10.61686328,18.86699706,2.264750811
407,6.740257029,13.56067106,5.74360881
408,8.616469819,17.5496626,4.165236024
409,10.26571149,18.8468755,4.611759188
410,8.780120463,15.48135696,1.825473375
411,10.03130254,19.45681909,3.537897731
412,8.547394769,19.70520138,1.819305436
413,4.288905463,12.17899926,4.794615619
414,7.677940378,16.00344948,3.366270882
415,6.834857371,10.79482281,2.022941076
416,9.165505333,18.91164168,2.139787467
417,9.341273034,16.01284167,3.083730456
418,14.16506258,10.59782199,2.958290926
419,10.56479105,15.22566512,1.677436904
420,12.52141419,18.24697513,4.719721126
421,10.88174932,16.69375939,4.63196945
422,10.82352092,10.33803106,4.136750016
423,7.315491402,11.48947653,4.695217681
424,7.961318046,14.32374999,0.768182283
425,8.450708987,15.40501585,2.770204462
426,9.420914367,13.48432036,1.183084571
427,10.30492678,13.85442744,3.568691334
428,6.347609504,10.16533506,2.286242858
429,9.513432576,18.92515871,3.617698118
430,8.069497202,17.94531537,5.195407311
431,8.111482795,14.68996655,1.318527318
432,12.6048,16.26002116,2.007979949
433,11.86131226,12.53915522,2.541243463
434,11.86648992,13.14044621,6.706117133
435,8.505397034,19.76786529,2.302605854
436,8.53858113,11.01707809,5.532270135
437,10.25922587,12.63920807,0.545641628
438,15.57771595,13.87089395,3.38696241
439,6.553613817,13.38014977,3.294062289
440,10.1552792,19.43757755,0.964516184
441,8.424971801,18.30451404,1.555538603
442,10.33118057,10.25716686,4.423867041
443,13.2047854,10.23619244,0.944922867
444,12.3335816,16.03777763,4.688677767
445,7.822958768,10.34526,2.332595452
446,9.176264717,14.73643004,6.240632368
447,9.886286166,14.8847075,3.248163232
448,11.62805863,12.31891248,1.938868321
449,8.805620777,13.82451987,3.230542586
450,8.407325824,18.76036665,4.183553406
451,6.113454392,18.88057817,2.99742565
452,7.830308321,12.66984791,2.118570899
453,10.96623782,18.3155832,4.895229377
454,10.42177298,10.53979591,0.474955969
455,5.860547584,18.08008312,0.771581519
456,10.06843199,11.27134657,4.261710632
457,7.544112516,16.10524195,5.031393474
458,8.416885015,12.27525524,1.727993195
459,11.3199292,12.29756281,3.529221826
460,10.51336695,15.14830247,4.938811489
461,12.51585617,13.40985893,3.252379117
462,8.197336837,17.8809509,3.573342765
463,10.72618668,10.86953377,5.805365275
464,8.390429602,12.48900169,1.829703373
465,9.703273906,10.00268313,4.902457251
466,5.693826337,13.87663356,5.867264424
467,13.29027983,10.33449105,4.497207652
468,7.156061846,10.28870872,2.288035401
469,10.08270098,17.9506735,3.825691997
470,10.83992346,16.2879994,1.11831259
471,12.48957864,12.42176406,2.890696988
472,5.666572228,16.28075543,2.845009012
473,10.09444302,19.0996221,4.368156556
474,7.215984277,19.88879645,-0.465638334
475,9.472366299,11.34900109,3.875443783
476,9.134399041,15.53646433,4.588840126
477,9.295366,17.14816032,1.150011928
478,12.22101098,13.02383376,3.432479056
479,10.67925185,11.1074638,2.676879653
480,8.453099052,17.59030235,9.758383366
481,11.03804045,16.80278613,1.43428102
482,6.871949313,11.13099809,0.107707291
483,11.41492607,14.51441586,1.676430357
484,9.237355154,10.37714839,1.551626012
485,10.14488891,10.4082539,2.376164493
486,8.802039703,11.6408265,3.762529717
487,4.726556448,11.86861606,3.16404807
488,4.01779011,18.09232077,3.271110099
489,9.464402787,16.16007484,3.358966493
490,6.231015772,19.56379739,5.794350155
491,8.425983403,10.69169254,1.123402916
492,8.134556598,12.16266265,4.292271158
493,10.95236712,11.59102236,2.838577528
494,8.664022415,14.75483095,1.884625575
495,10.60277195,11.3073369,2.057007796
496,9.206954766,16.12391163,0.900075013
497,9.361435578,10.42301897,-0.676154661
498,8.498702608,16.515115,3.250466692
499,11.42241084,12.65877412,4.93276607
500,8.892939572,15.99364463,2.845384527
